merchant_id,name,Ratings,response rate,joined,products,response time,follower
41a48969-8d0d-4807-812b-ce560baf6b71,Leapfrog E-Store,24.6k,55%,7 years ago,203,within hours,8.3k
bea2bb49-264c-4eba-8506-93ce2b76715a,LionShield,206.7k,84%,5 years ago,1.4k,within hours,110.6k
c6c277c0-c2c3-4805-ae45-099a13310b30,Blinkfyre,5.6k,88%,30 months ago,33,within hours,1.3k
096772ce-3a8c-4804-b423-0a067305b91a,LionShield,206.7k,84%,5 years ago,1.4k,within hours,110.6k
aa371283-34b8-4bb7-9287-635a5958ecad,Pretty Flash Stores,2.7k,49%,8 years ago,30,within minutes,968
f711b277-1f6c-40fa-a4ab-b780ea931e3f,JW By TreNex,8k,99%,6 years ago,24,within hours,3.2k
eed37b04-3e53-48c0-a366-33565425c951,Redshot,33.8k,81%,5 years ago,241,within hours,14.8k
b0ffac42-1e9c-41c7-a830-9c809dcf0957,Fashion electronics.sg,363,100%,23 months ago,77,within hours,26
cc48e162-a15b-429f-a75b-28021c1fe6b7,Targetever.sg,0,57%,41 days ago,13,within minutes,0
d565edce-6db8-4c9a-a4e7-0e82070432b5,music.sg,3.3k,92%,3 years ago,612,within hours,1k
0a16b124-cdf6-4920-ac27-162c62bc0315,Skullcandy Singapore Official Store,2.2k,94%,6 years ago,38,within hours,9.5k
2df222ca-0c19-437b-99a7-a549c813c22e,SHAVALIFE,18.8k,97%,4 years ago,63,within hours,7.6k
c80a1140-b54b-4ff1-92ec-f97ef409e6c0,Spark HD ,26.6k,98%,3 years ago,374,within hours,8.6k
5645f285-ca3f-4330-9051-e622ee28620e,FlyDigital House,7.3k,93%,6 years ago,51,within hours,4k
23c6188d-d66c-4dc4-a2a4-2808802bb338,Thunderobot Global Store,278,65%,12 months ago,53,within hours,685
ff07d590-f1c5-4188-987d-78a606ad5a3a,Redragon Official Store,913,58%,36 months ago,102,within hours,1.3k
b918c027-84a8-479f-b069-b390df8650f9,Alcatroz.OS,558,61%,33 months ago,40,within hours,754
82982cd7-a35c-4025-9272-3fb72b9a61ca,Rabbit Man Electronics SG,152,73%,2 months ago,13,within hours,67
5a36b3bb-0757-4fdb-bb52-400c7ea7ef50,Koala Home Lifestyle ,28k,95%,16 months ago,116,within hours,23.4k
0bd57d02-f333-4426-937a-96e11cf9616d,Leapfrog E-Store,24.6k,55%,7 years ago,203,within hours,8.3k
5b9f547c-e50a-4906-a367-82368f09e3ab,SHAVALIFE,18.8k,97%,4 years ago,63,within hours,7.6k
8b34ebff-5104-4145-964f-006cf5b5fb22,Smart Shopping,46.4k,68%,6 years ago,1.1k,within hours,5.4k
11fa2383-d992-4869-bc2d-9fa2cb70694c,SHAVALIFE,18.8k,97%,4 years ago,63,within hours,7.6k
d9a115bc-3dd3-4f16-a746-ec40ee4ed89d,okwis3c.sg,1.6k,100%,6 months ago,20,within minutes,1k
f7265950-8281-409f-af74-57ee3f0369fa,SHAVALIFE,18.8k,97%,4 years ago,63,within hours,7.6k
c190c567-fcfa-4082-92ef-b8dc5bdbee41,giftswonderland,6.8k,96%,35 months ago,98,within hours,7.5k
3c00dd31-fc0a-4234-b095-bbfd12338d30,Amee.SG,15.7k,92%,3 years ago,41,within hours,1.2k
b5a085cf-62b0-4d89-afc1-ef98beb77f59,DayTech,1.8k,91%,4 years ago,61,within hours,441
37e307b9-75eb-458c-89e0-7052beaf54bd,Cybernetics Tech Official,9.9k,94%,12 months ago,130,within hours,4.3k
8f7e2acf-b671-4d2f-b4b7-fdc2a31e57f6,Logitech Official Store,74.8k,90%,5 years ago,180,within hours,173.3k
24478c3c-c255-406f-ae9f-ad4ee532da1e,Leapfrog E-Store,24.6k,55%,7 years ago,203,within hours,8.3k
deda4a91-1a28-4f4a-b637-bfdfaf13f8b1,TUDOU.YU,7.7k,91%,34 months ago,238,within hours,1.4k
833aa515-5578-42d7-a143-bb426efeaa4e,wowking｜Life Technology Digital,6.7k,96%,4 years ago,368,within hours,4.4k
e13bfa7a-10fb-466d-8cf5-dc4e9f6b8002,Cybernetics Tech Official,9.9k,94%,12 months ago,130,within hours,4.3k
2d9eea86-7938-4bc4-af65-bd58b5a2f52f,MOU Outlet,6.6k,98%,15 months ago,26,within hours,1k
0594ebff-bfce-4744-a57b-5f9dd6724cfa,DayTech,1.8k,91%,4 years ago,61,within hours,441
c0052def-255b-4684-b73d-02287e5ffb98,Bestzlink Technology,6.3k,96%,17 months ago,50,within hours,2.8k
a44bc6ee-27a6-4ba5-8cd6-43d7b4d9dc69,MixGear,1.3k,73%,21 months ago,323,within hours,121
7ddd0413-4af8-41c0-8c57-1cda5902c156,wowking｜Life Technology Digital,6.7k,96%,4 years ago,368,within hours,4.4k
6d8e3508-a150-4417-9796-2473d06bc524,SHAVALIFE,18.8k,97%,4 years ago,63,within hours,7.6k
75d1c8f7-8f49-419a-88d5-474cadfe82f7,"Linkson ""SG LOCAL SELLER""",2.5k,91%,3 years ago,63,within hours,1.2k
811258da-c725-42b2-92cf-0e5d39729fd6,SHAVALIFE,18.8k,97%,4 years ago,63,within hours,7.6k
387e0995-32e3-4f9a-8203-b47da2d79406,qiantushuma.sg,29,90%,2 months ago,110,within hours,36
70909df8-7b9b-4473-bf65-2dba2cc8cb2d,Topwang.sg,828,88%,35 months ago,234,within hours,1.1k
e56dafa5-81e0-4b27-860e-c5eefb9ad679,CHUKER.sg,62,100%,27 months ago,15,within hours,15
346fe19e-6a30-44e9-b734-8705da694884,FANSU wholesale store,3.7k,47%,33 months ago,53,within hours,1.8k
5eea278f-3d51-416d-82f2-2485604b4ea1,Bestzlink Technology,6.3k,96%,17 months ago,50,within hours,2.8k
2b89a5a4-e9e5-4dfe-88eb-9df4c7170f7c,Lifely.sg,28.1k,98%,4 years ago,39,within hours,5.5k
cf70efde-05c6-4826-bed8-48ce038390be,Tech Dynamic,3.6k,98%,6 years ago,727,within hours,2.9k
cbcbf8da-a01b-4f84-9a70-f75939249c6c,Logitech G Official Store,10.9k,78%,3 years ago,122,within hours,48.7k
e7fe7ce1-bdfd-4c23-b36f-9d55223487be,Leapfrog E-Store,24.6k,55%,7 years ago,203,within hours,8.3k
765009ba-e268-4f4e-a6da-a27bda154a94,shiningpc,1.3k,97%,4 years ago,237,within hours,1k
972ed0fb-505d-4a9f-9eae-dafedcbf292e,zifriend.sg,275,52%,18 months ago,63,within hours,267
d19f0c9f-0f25-4edd-be8c-d9538274a940,wowking｜Life Technology Digital,6.7k,96%,4 years ago,368,within hours,4.4k
8c3421ba-e993-4dca-a286-160a0bb7359f,JANZ 3C Store,28.9k,97%,5 years ago,178,within hours,7.2k
d3fa4aa4-9fe6-4e29-bb0c-5bf74b5acc18,BlueStone>,130,73%,31 months ago,56,within hours,181
c0d28b20-3a14-4ecf-bd80-f907183f1536,wowking｜Life Technology Digital,6.7k,96%,4 years ago,368,within hours,4.4k
7cbded09-b9e6-4128-8e5a-59ffb751b1ca,wowking｜Life Technology Digital,6.7k,96%,4 years ago,368,within hours,4.4k
4b6f6a3f-6637-40b6-9b46-a6d1af70121a,ELCNET STORE,2.6k,86%,24 months ago,249,within hours,1.6k
9c564e0c-e2f9-4f54-8a48-9a8692837e55,Nextgen82,25,57%,4 years ago,12,within minutes,15
a3d8e459-8a66-4228-814e-3e80e77edc3e,Thunderobot Global Store,278,65%,12 months ago,53,within hours,685
0df8bea6-ee29-4cb5-85b6-43f3529f8f65,Alcatroz.OS,558,61%,33 months ago,40,within hours,756
1f14cdc8-277b-4a46-b782-b4b5a04da0de,sg.bestseller,14.5k,89%,6 years ago,248,within hours,7.9k
2699038a-4fdd-45d6-b696-6f4d2bc59a7d,Alcatroz.OS,558,61%,33 months ago,40,within hours,756
0a7487e4-646f-4073-9516-be36434ceedf,Bestzlink Technology,6.3k,96%,17 months ago,50,within hours,2.8k
23dc0311-e9a7-4e1f-b8db-4cb21199aada,SingKart1,1.2k,57%,5 years ago,93,within minutes,339
418b223e-8f0e-4fe8-a1f9-756b30c968b8,MD Group,3.9k,54%,7 years ago,26,within hours,751
312e176d-f726-402f-8721-8993dd0086de,Rabbit Man Electronics SG,152,73%,2 months ago,13,within hours,67
626dd5fa-884f-4600-b725-d1e5494179d2,Cyberpark,5.5k,93%,36 months ago,64,within hours,3.5k
7c22a761-6dcb-4595-8090-093fd6677573,Prolink Official Store,16.8k,93%,5 years ago,127,within hours,8k
1a960d60-0940-4642-913e-62cbfdef298a,Dasher,87.3k,100%,4 years ago,387,within hours,59.3k
607ad6d8-53b3-4579-b1b0-f109075ce15f,Cybernetics Tech Official,9.9k,94%,12 months ago,130,within hours,4.3k
eebced86-3287-4f29-8417-da46f7dcc280,Cybernetics Tech Official,9.9k,94%,12 months ago,130,within hours,4.3k
28950e70-4056-40cb-9ac0-c2508427b21c,Cybernetics Tech Official,9.9k,94%,12 months ago,130,within hours,4.3k
a3e0a8de-7325-4046-a89b-7b2d52406853,Roccat Official Store,47,100%,21 months ago,16,within hours,340
de6c444a-50ec-4352-ae16-a103c5a9409c,Leapfrog E-Store,24.6k,55%,7 years ago,203,within hours,8.3k
94080c05-c6f7-498f-8e52-d90c44a682a1,Alcatroz.OS,558,61%,33 months ago,40,within hours,756
57998b7a-a68c-4df4-b872-68113b668a9b,youme29,4,100%,5 months ago,26,within minutes,24
d3177624-69a2-4dd5-9056-c3ef9424c679,Cybernetics Tech Official,9.9k,94%,12 months ago,130,within hours,4.3k
7b82a4c9-7ec0-4f6e-b60a-b9e495bb4669,Crazy Sales,7.7k,89%,7 years ago,345,within hours,3.2k
f6c3d11d-5100-4285-809d-6c36f1ef4322,WIN Digital,38.5k,75%,7 years ago,780,within hours,6.1k
ccc02cf5-f41d-46e7-8f22-54d05f22492e,TIANYU GLOBAL,14.5k,72%,4 years ago,778,within hours,2.2k
ba2208e2-a49b-493f-92b9-3e0b5b2a0347,NIXXOS.SG,9.5k,93%,5 years ago,58,within hours,290
ac861127-c28a-4f9c-85aa-f20cda3404c7,Roni Boutique Trading Store,19.5k,95%,27 months ago,269,within hours,6.5k
d62920ed-3d0e-4671-88ee-51794328d691,Bestzlink Technology,6.3k,96%,17 months ago,50,within hours,2.8k
68fde25c-1126-45ea-aab7-ae3010e06e66,Logitech G Official Store,10.9k,78%,3 years ago,122,within hours,48.7k
b97e3f12-a11d-4c0c-86ca-91160e080a79,BlackHawkSG,1.2k,87%,6 years ago,21,within hours,2.4k
c8f13732-476a-4c53-8cf4-a48655d6a1f0,VIP Retailer,364,98%,3 years ago,21,within minutes,292
4d1932f8-d9f4-40d4-976f-fb215dc907ae,SHAVALIFE,18.8k,97%,4 years ago,63,within hours,7.6k
e66be3f7-5398-4aac-afe2-a5cf6fb57711,whgadget.sg,70,100%,3 years ago,20,within minutes,29
8e2a3fcc-51e7-4a76-b870-5f9abf58e3e8,San-Ace Electronics Pte Ltd,3.3k,61%,7 years ago,135,within hours,240
3fb0a67a-3807-4b7a-8ef9-dab1eb8018d5,Armaggeddon Official Store,14.5k,62%,7 years ago,143,within hours,30.2k
a4d47e3a-57e7-49ae-817e-6712a1390a53,DIITAL LIFESTYLE,23.7k,78%,3 years ago,893,within hours,2.8k
18520b1f-2782-4a70-85c2-6a785c1983cf,SHAVALIFE,18.8k,97%,4 years ago,63,within hours,7.6k
a7a6ce24-ff99-416d-b7f9-89d5c26550ac,Armaggeddon Official Store,14.5k,62%,7 years ago,143,within hours,30.2k
e856bf79-accc-4c81-a2ab-5facbf988029,Topwang.sg,828,88%,35 months ago,234,within hours,1.1k
74f41afa-9bbb-4798-8db5-e72b84f7cdfc,Spark HD ,26.6k,98%,3 years ago,377,within hours,8.6k
bcfd1483-4f65-45c6-80b5-6a8546f5647c,thanhgiacti.sg,1,57%,16 months ago,20,within minutes,6
40f370a8-033d-4d3d-ac88-3fe4d2b5f9f9,wowking｜Life Technology Digital,6.7k,96%,4 years ago,368,within hours,4.4k
820af28d-237e-45d4-b55d-a65a7510b428,wowking｜Life Technology Digital,6.7k,96%,4 years ago,368,within hours,4.4k
5c90caa2-ec2b-44c1-8617-4398f0872750,wowking｜Life Technology Digital,6.7k,96%,4 years ago,368,within hours,4.4k
62068a7b-c9f0-4bfa-8ce8-74858cd3204b,Bestzlink Technology,6.3k,96%,17 months ago,50,within hours,2.8k
fa1f4c3f-c511-4fb6-941c-ef838e47e821,Make Fine Computer (S) Pte Ltd,9.2k,88%,8 years ago,1.3k,within hours,2.1k
8589c7ca-9e54-4771-a768-246021b3dd93,Bestzlink Technology,6.3k,96%,17 months ago,50,within hours,2.8k
20cb1d27-6e5c-483c-9399-dbc610430d69,inksmart,686,91%,35 months ago,20,within hours,160
55fdf3f9-cd5d-46db-bc3e-86c4f8305f8f,Razer Flagship Store,11k,80%,5 years ago,181,within hours,49.3k
d28e4067-f089-4fc2-8f12-138f2ce5efd4,elecworld.sg,3.4k,63%,4 years ago,550,within hours,979
69638533-108b-4984-896c-a16172be53df,Alcatroz.OS,558,61%,33 months ago,40,within hours,756
78de1ffe-25af-4713-901b-8534205311e8,BestDeals,7.1k,71%,7 years ago,25,within hours,503
42e85aa0-c4e3-482f-a067-75e0068c0aaa,Swag Keys,194,56%,12 months ago,18,within hours,39
bba71ea3-e931-43e5-82c8-fc11ef7bf457,WIN Digital,38.5k,75%,7 years ago,781,within hours,6.1k
aa72a175-caae-4b3c-ade9-4c35f13bb969,Spark HD ,26.6k,98%,3 years ago,377,within hours,8.6k
e4fed0ef-41ae-4503-89ae-5dc526a6da2c,Dasher,87.3k,100%,4 years ago,387,within hours,59.3k
3200e4c3-ef03-4c83-a1a6-6a4e9956cbac,SVIJ Enterprise,563,88%,7 years ago,102,within hours,245
40906e60-a25c-45bc-93cd-57029c7fff0c,MiniHelpersSG,9.6k,65%,5 years ago,57,within hours,7.9k
ff280150-17c1-4983-99dd-cec65ed70ac3,Baseus Flagship Store (Singapore),11.2k,96%,6 years ago,111,within minutes,8.3k
7ade4cef-82ce-4006-85db-bff009134067,NBTechLink,1k,99%,24 months ago,30,within hours,745
a64a8cf3-7327-4068-a6e8-7b3ab20e0ecb,77 home ,863,99%,17 months ago,65,within hours,1k
50ab6104-b628-4ff1-b6c9-ddc4a296d07a,Acer Official Store,15.9k,81%,6 years ago,792,within hours,63.2k
eb24fb2b-778a-4b71-b80a-e8cbc978f111,Samsung Brand Store,9.5k,100%,30 months ago,245,within minutes,61.4k
4581dd45-53cf-492b-bc8a-28270bbfe966,PrismPlus Official Store,13.7k,100%,16 months ago,89,within hours,98.8k
1db5cc41-38c6-4f56-bf4c-c648d319997b,PrismPlus Official Store,13.7k,100%,16 months ago,89,within hours,98.8k
3ccd6062-f649-46ba-9660-d6b30618e927,TIANYU GLOBAL,14.5k,72%,4 years ago,779,within hours,2.2k
d849e7ec-e260-49da-ac73-2c002d3e8172,Lenovo Authorised Store,4.5k,100%,4 years ago,387,within hours,39.7k
5bb6359c-4657-43fa-baa2-b48a84adbcc1,ElectronicsCrazy,1.9k,91%,5 years ago,2.2k,within hours,464
71bd3d6f-6493-4fb1-b682-332b0bc64703,Sinseng Components Pte Ltd,10.7k,81%,4 years ago,493,within hours,3.2k
db11ebc0-ea5e-493f-9c3e-e049c5af5253,TIANYU GLOBAL,14.5k,72%,4 years ago,779,within hours,2.2k
f1ea5196-96c8-4b18-8681-daa21266439f,WIN Digital,38.5k,75%,7 years ago,781,within hours,6.1k
6c10cb08-6679-4876-a1d6-65137a018f81,WIN Digital,38.5k,75%,7 years ago,781,within hours,6.1k
60f0f2e1-1bcf-4f14-aa92-b93c053bf46b,Samsung Brand Store,9.5k,100%,30 months ago,245,within minutes,61.4k
74819bbd-ab3f-48d0-98f3-cee8294c73e8,Acer Official Store,15.9k,81%,6 years ago,792,within hours,63.2k
7834bc30-6219-42b7-a580-bceba3b746b8,ZSCMALL0.sg,53,79%,5 months ago,29,within hours,172
9209de0a-b9fd-46e7-aba6-13841052a0fa,TIANYU GLOBAL,14.5k,72%,4 years ago,779,within hours,2.2k
0ffad575-b56d-4c88-9756-ef1fbb4458a3,LeRenew,824,88%,7 years ago,93,within hours,1.5k
702aa7f5-2f17-4c72-ab89-e1498ab7cfee,Lenovo Authorised Store,4.5k,100%,4 years ago,387,within hours,39.7k
c74fc7cf-25cd-4b49-b961-0f55e52e8c28,sakurapowershop,1.7k,87%,3 years ago,14,within hours,503
cfe71f83-4c6c-43a1-afd7-ad97b066d5ec,Mi TV Store,4.4k,62%,24 months ago,59,within hours,9.7k
196a91fa-9243-4724-a9f2-0334ac1c01e9,W Digital Market ,18.3k,81%,3 years ago,702,within hours,2.1k
15b2a8cd-376d-4b81-9970-afb8cfcc1b89,Armaggeddon Official Store,14.5k,62%,7 years ago,144,within hours,30.2k
514bc279-4ff0-4e72-81fb-ef0478fe0765,Best Denki Online Singapore,1.1k,80%,16 months ago,1.7k,within hours,1.3k
34a7baae-f400-452e-9d90-11eafa23a76f,KMDV Electronics Pte Ltd,19,46%,32 months ago,792,within hours,7
a93a6fac-cebb-4ea7-b0e5-570259681559,ElectronicsCrazy,1.9k,91%,5 years ago,2.2k,within hours,464
4c05e529-34cb-42d0-9970-141eae51cae3,ElectronicsCrazy,1.9k,91%,5 years ago,2.2k,within hours,464
f52d50c9-a0a1-4da1-9e66-d9e1fc98ea9b,POPULAR Official Store,37.2k,68%,3 years ago,852,within hours,92.9k
24bbfa67-b93d-4ac9-a7cd-a747b25819b5,airdroptech,12.3k,89%,6 years ago,154,within hours,2.6k
960e5668-3998-4c7a-b04a-d686b64bf333,Ashbers,3.4k,88%,27 months ago,265,within hours,3.3k
d4e4ceb7-41bc-4858-aacd-de2b5aeb83fd,Spiderman 3C digital shope,1.6k,99%,5 years ago,1.2k,within hours,590
